order	a_word	b_alphabet	c_meaning
2442	deed	英:/di?d/ 美:/did/ 	"1. n. 行动；证书；[法]契据
2. vt. 立契转让"
2443	deep	英:/di:p/ 美:/dip/ 	"1. n. 深处；深渊
2. adj. 深的；深奥的；低沉的"
2444	deer	英:/d??/ 美:/d?r/ 	鹿
2445	defeat	英:/d?'fi?t/ 美:/d?'fit/ 	"1. vt. 击败，战胜；使…失败；挫败
2. n. 失败；战胜"
2446	defence	英:/d?'fens/ 美:/d??f?ns/ 	n. 防御；防卫；防卫设备；答辩
2447	defend	英:/d?'fend/ 美:/d?'f?nd/ 	"1. vt. 防护；辩护
2. vi. 防守；保卫"
2448	define	英:/d?'fa?n/ 美:/d?'fa?n/ 	vt. 定义；使明确；规定
2449	definite	英:/'def?n?t/ 美:/'d?f?n?t/ 	adj. 确切的；一定的
2450	definitely	/'d?f?n?tli/ 	"明确地, 确切地"
2451	delay	英:/d?'le?/ 美:/d?'le/ 	"1. vi. 耽搁；延期
2. vt. 延期；耽搁"
2452	delete	英:/d?'li?t/ 美:/d?'lit/ 	vt. 删除
2453	delicate	英:/'del?k?t/ 美:/'d?l?k?t/ 	adj. 微妙的；易碎的；清淡可口的；柔和的；精美的，雅致的；纤弱的
2454	delicious	英:/d?'l???s/ 美:/d?'l???s/ 	"可口的, 美味的"
2455	delight	英:/d?'la?t/ 美:/d?'la?t/ 	"1. n. 高兴
2. vi. 高兴"
2456	deliver	英:/d?'l?v?/ 美:/d?'l?v?/ 	"1. vt. 发表；递送；释放；给予（打击）；交付；给…接生
2. vi. 传送；投递；履行；实现"
2457	demand	英:/d?'mɑ?nd/ 美:/d?'m?nd/ 	"1. vt. 要求；需要；查询
2. vi. 请求；查问；需要"
2458	democracy	英:/d?'m?kr?s?/ 美:/d?'mɑkr?si/ 	民主
2459	democratic	英:/dem?'kr?t?k/ 美:/'d?m?'kr?t?k/ 	民主的
2460	demonstrate	英:/'dem?nstre?t/ 美:/'d?m?n'stret/ 	演示
2461	dense	英:/dens/ 美:/d?ns/ 	adj. 浓厚的；稠密的；愚钝的
2462	deny	英:/d?'na?/ 美:/d?'nai/ 	"1. vt. 否定，否认；拒绝给予；拒绝…的要求
2. vi. 否认；拒绝"
2463	depart	英:/d?'pɑ?t/ 美:/d?'pɑrt/ 	"1. vi. 离开；出发，起程；违反；去世
2. adj. 逝世的"
2464	department	英:/d?'pɑ?tm(?)nt/ 美:/d?'pɑrtm?nt/ 	"部门,系,省"
2465	departure	英:/d?'pɑ?t??/ 美:/d?'pɑrt??/ 	"离开,出发,分歧"
2466	depend	英:/d?'pend/ 美:/d?'p?nd/ 	vi. 依赖，依靠；相信，信赖；取决于
2467	dependent	英:/di?pend?nt/ 美:/d?'p?nd?nt/ 	依赖的
2468	deposit	英:/d?'p?z?t/ 美:/d?'pɑz?t/ 	"1. n. 存款；保证金；沉淀物
2. vt. 存放；使沉积"
2469	depress	英:/d?'pres/ 美:/d??pr?s/ 	vt. 使沮丧；压低；使萧条
2470	depth	英:/depθ/ 美:/d?pθ/ 	n. 深度；深奥
2471	descend	英:/d?'send/ 美:/d?'s?nd/ 	"1. vi. 下降；下来；遗传；屈尊；下去
2. vt. 下去；沿…向下"
2472	describe	英:/d?'skra?b/ 美:/d?'skra?b/ 	vt. 描述，形容；描绘
2473	description	英:/d?'skr?p?(?)n/ 美:/d?'skr?p??n/ 	描述
2474	desert	英:/d?'z??t/ 美:/?d?z?t/ 	"1. vt. 遗弃；放弃；逃跑
2. vi. 遗弃；逃掉；开小差"
2475	deserve	英:/d?'z??v/ 美:/d?'z?v/ 	"1. vi. 应受，应得
2. vt. 应受，应得"
2476	design	英:/d?'za?n/ 美:/d?'za?n/ 	"1. vt. 设计；计划；构思
2. n. 设计；图案"
2477	desire	英:/d?'za??/ 美:/d?'za??/ 	"1. n. 欲望；要求，心愿；性欲
2. vt. 要求；想要；希望得到…"
2478	desk	英:/desk/ 美:/d?sk/ 	"1. n. 办公桌；服务台；编辑部；（美）讲道台；乐谱架
2. adj. 书桌的；桌上用的；伏案做的"
2479	despair	英:/d?'spe?/ 美:/d?'sp?r/ 	"1. n. 绝望；令人绝望的人或事
2. vi. 绝望，丧失信心"
2480	desperate	英:/'desp(?)r?t/ 美:/'d?sp?r?t/ 	危急
2481	despise	英:/d?'spa?z/ 美:/d?'spa?z/ 	vt. 轻视，鄙视
2482	despite	英:/d?'spa?t/ 美:/d?'spa?t/ 	"1. prep. 尽管，不管
2. n. 轻视；憎恨；侮辱"
2483	destination	英:/?dest?'ne??(?)n/ 美:/?d?st?'ne??n/ 	"目的地,终点,景点"
2484	destroy	英:/d?'str??/ 美:/d?'str??/ 	vt. 毁坏；破坏；消灭
2485	destruction	英:/d?'str?k?(?)n/ 美:/d?'str?k??n/ 	"破坏,毁灭,破坏者"
2486	detail	英:/'di?te?l/ 美:/'ditel/ 	"1. n. 细节，详情
2. vt. 详述；选派"
2487	detect	英:/d?'tekt/ 美:/d?'t?kt/ 	vt. 发现；察觉；探测
2488	determination	"英:/d?,t??m?'ne??(?)n/ 美:/d?,t?m?'ne??n/ "	决心
2489	develop	英:/d?'vel?p/ 美:/d?'v?l?p/ 	"1. vt. 开发；使成长；进步；使显影
2. vi. 发育；生长；显露；进化"
2490	development	英:/d?'vel?pm(?)nt/ 美:/d?'v?l?pm?nt/ 	发育
2491	device	英:/d?'va?s/ 美:/d?'va?s/ 	n. 装置；策略；图案
2492	devil	英:/'dev(?)l/ 美:/'d?vl/ 	"1. n. 撒旦；魔鬼；恶棍；家伙
2. vt. 折磨"
2493	devote	英:/d?'v??t/ 美:/d?'vot/ 	vt. 奉献；致力于
2494	dew	英:/'dju?/ 美:/du/ 	"1. n. 露水；清新；珠，滴
2. vt. （露水等）弄湿"
2495	eighteen	英:/e?'ti?n/ 美:/?e'tin/ 	"1. n. 十八，十八个
2. adj. 十八个的，十八的"
2496	eighty	英:/'e?t?/ 美:/?eti/ 	"1. n. 八十；八十岁；八十年代
2. adj. 八十的，八十个的；八十岁的"
2497	either	英:/'a???/ 美:/'i??/ 	"1. adj. 两者之中任一的；两者之中每一的
2. prep. 任何一个"
2498	elaborate	英:/?'l?b(?)r?t/ 美:/?'l?b?ret/ 	vi. 详尽说明; vt. 详细制定; adj. 复杂的; 精心制作的时 态:   elaborat...
2499	elastic	英:/?'l?st?k/ 美:/?'l?st?k/ 	"1. adj. 有弹性的；易伸缩的；灵活的
2. n. 松紧带；橡皮圈"
2500	elbow	英:/'elb??/ 美:/'?lbo/ 	"1. n. 弯头；肘部；扶手
2. vt. 推挤；用手肘推开"
2501	elder	英:/'eld?/ 美:/'?ld?/ 	"1. n. 年长者；长辈；老人；父辈
2. adj. 年长的；年龄较大的；资格老的"
2502	elect	英:/?'lekt/ 美:/?'l?kt/ 	"1. adj. 选出的；当选的；卓越的
2. n. 被选的人；特殊阶层；上帝的选民"
2503	election	英:/?'lek?(?)n/ 美:/?'l?k??n/ 	n. 选举；当选；选择权；[宗]上帝的选拔
2504	electric	英:/?'lektr?k/ 美:/??l?ktr?k/ 	"1. adj. 电的；导电的；电动的；发电的；令人震惊的
2. n. [美口]电气车辆；电；带电体"
2505	electrical	英:/?'lektr?k(?)l/ 美:/?'l?ktr?kl/ 	"电的,与电有关的"
2506	electricity	英:/??lek'tr?s?t?/ 美:/?'l?k'tr?s?ti/ 	"电,电学"
2507	electronic	"英:/?lek'tr?n?k/ 美:/?,l?k'trɑn?k/ "	电子的
2508	electronics	"英:/?lek'tr?n?ks/ 美:/?,l?k'trɑn?ks/ "	电子学，电子器件
2509	element	英:/'el?m(?)nt/ 美:/??l?m?nt/ 	n. 元素；成分；要素；原理；自然环境
2510	elementary	英:/el?'ment(?)r?/ 美:/??l?'m?ntri/ 	初级
2511	elephant	英:/'el?f(?)nt/ 美:/'?l?f?nt/ 	n. 象；大号图画纸
2512	elevator	英:/'el?ve?t?/ 美:/'?l?vet?/ 	n. 电梯；升降舵；升降机；起卸机
2513	eleven	英:/?'lev(?)n/ 美:/?'l?vn/ 	"1. n. 十一；十一个
2. adj. 十一的；十一个的"
2514	eliminate	英:/?'l?m?ne?t/ 美:/?'l?m?net/ 	"除去, 剔除; 忽略"
2515	else	英:/els/ 美:/?ls/ 	"1. adv. 另外；其他；否则
2. adj. 别的；其他的"
2516	elsewhere	英:/els'we?/ 美:/??ls?hw?r/ 	"在别处, 到别处"
2517	embrace	英:/?m'bre?s/ 美:/?m'bres/ 	"1. vt. 包含；信奉，皈依；拥抱
2. vi. 拥抱"
2518	ensure	英:/?n'???/ 美:/?n'??r/ 	vt. 保证，确保；使安全
2519	European	英:/j??r?'pi??n/ 美:/'j?r?'pi?n/ 	"1. adj. 欧洲的；欧洲人的
2. n. 欧洲人"
2520	evaporate	英:/?'v?p?re?t/ 美:/?'v?p?ret/ 	蒸发
2521	eve	英:/i?v/ 美:/iv/ 	n. 前夕；傍晚；重大事件关头
2522	even	英:/'i?v(?)n/ 美:/'iv?n/ 	"1. adj. 偶数的；相等的；平坦的
2. adv. 甚至；还；实际上；即使"
2523	evening	英:/'i?v(?)n??/ 美:/'ivn??/ 	"1. n. 傍晚；晚上；后期；（联欢性的）晚会
2. adj. 在晚上的；为晚上的；晚上用的"
2524	event	英:/?'vent/ 美:/?'v?nt/ 	n. 事件，大事；结果；项目
2525	eventually	英:/?'vent???l?/ 美:/?'v?nt?u?li/ 	"终于, 最后"
2526	ever	英:/'ev?/ 美:/'?v?/ 	adv. 曾经；究竟；永远
2527	every	英:/'evr?/ 美:/'?vri/ 	adj. 每一的，每个的；每隔…的
2528	everybody	英:/'evr?b?d?/ 美:/'?vr?bɑdi/ 	柴米油盐
2529	everyday	英:/'evr?de?/ 美:/'?vr?de/ 	"1. adj. 每天的，日常的
2. n. 寻常日子；平时"
2530	everyone	英:/'evr?w?n/ 美:/'?vr?w?n/ 	"1. pron. 人人；每个人
2. n. 每个人"
2531	everything	英:/'evr?θ??/ 美:/'?vr?'θ??/ 	pron. 每件事，一切
2532	everywhere	英:/'evr?we?/ 美:/'?vr?w?r/ 	"到处, 无论何处"
2533	evidence	英:/'ev?d(?)ns/ 美:/'?v?d?ns/ 	"1. n. 证据，证明；迹象；明显
2. vt. 证明"
2534	evident	英:/'ev?d(?)nt/ 美:/'?v?d?nt/ 	adj. 明显的；明白的
2535	evil	英:/'i?v(?)l/ 美:/'ivl/ 	"1. adj. 邪恶的；有害的；不幸的；讨厌的
2. n. 罪恶，邪恶；不幸"
2536	factor	英:/'f?kt?/ 美:/'f?kt?/ 	"1. n. 因素；因数；要素；代理人
2. vi. 做代理商"
2537	fade	英:/fe?d/ 美:/fad/ 	"1. vi. 褪色；凋谢；逐渐消失
2. vt. 使褪色"
2538	Fahrenheit	/'f?r?n'ha?t/ 	华氏的
2539	fail	英:/fe?l/ 美:/fel/ 	"1. vi. 失败，不及格；衰退；缺乏；破产
2. vt. 不及格；忘记；使失望；舍弃"
2540	failure	英:/'fe?lj?/ 美:/'felj?/ 	n. 失败；故障；失败者；破产
2541	faint	英:/fe?nt/ 美:/fent/ 	"1. adj. 头晕的；虚弱的；模糊的；衰弱的
2. vi. 昏倒；变得微弱；变得没气力"
2542	fair	英:/fe?/ 美:/f?r/ 	"1. adj. 公平的；美丽的，白皙的；晴朗的
2. adv. 公平地；清楚地；直接地"
2543	fairly	英:/'fe?l?/ 美:/'f?rli/ 	adv. 公平地；相当地；简直
2544	faith	英:/fe?θ/ 美:/feθ/ 	n. 信任；信念；信仰；忠实
2545	faithful	英:/'fe?θf?l/ 美:/'feθf?l/ 	adj. 忠实的，忠诚的；如实的；准确可靠的
2546	fall	英:/f??l/ 美:/f?l/ 	"1. vi. 落下；变成；来临；减弱
2. n. 秋天；瀑布；下降"
2547	FALSE	英:/f??ls/ 美:/f?ls/ 	"1. adj. 伪造的；错误的；虚伪的
2. adv. 欺诈地"
2548	fame	英:/fe?m/ 美:/fem/ 	"1. n. 名声，名望；[古]传闻，传说
2. vt. 使闻名，使有名望"
2549	familiar	英:/f?'m?l??/ 美:/f?'m?lj?/ 	"1. adj. 熟悉的；常见的；亲近的
2. n. 常客；密友"
2550	family	英:/'f?m?l?/ 美:/'f?m?li/ 	"1. n. 家庭；家族；家属；亲属；子女；僚属
2. adj. 家庭的，家族的"
2551	famine	英:/'f?m?n/ 美:/'f?m?n/ 	n. 饥荒；饥饿，奇缺
2552	famous	英:/'fe?m?s/ 美:/'fem?s/ 	adj. 著名的；[口]极好的，非常令人满意的
2553	fan	英:/f?n/ 美:/f?n/ 	风扇
2554	fancy	英:/'f?ns?/ 美:/'f?nsi/ 	"1. n. 想像力；爱好；幻想
2. adj. 想象的；奇特的；精选的；昂贵的"
2555	far	英:/fɑ?/ 美:/fɑr/ 	"1. adv. 很；到很远的距离；遥远地；到很深的程度；久远地
2. adj. 远的；久远的"
2556	fare	英:/fe?/ 美:/f?r/ 	"费用,食物"
2557	farewell	英:/fe?'wel/ 美:/?f?r'w?l/ 	"1. n. 告别，辞别；再会；再见
2. int. 别了！（常含有永别或不容易再见面的意思）；再会！"
2558	farm	英:/fɑ?m/ 美:/fɑrm/ 	"1. vi. 种田，务农；经营农场
2. n. 农场；畜牧场；农家"
2559	farmer	英:/'fɑ?m?/ 美:/?fɑrm?/ 	n. 农夫，农民
2560	farther	英:/'fɑ???/ 美:/'fɑr??/ 	"1. adv. 此外；更远地；更进一步地
2. adj. 更远的（far的比较级）；进一步的"
2561	fashion	英:/'f??(?)n/ 美:/'f???n/ 	"1. n. 样式；时尚；时装；时髦人物
2. vt. 做成…的形状；使用；改变"
2562	fashionable	英:/'f??(?)n?b(?)l/ 美:/'f??n?bl/ 	"流行的, 时髦的"
2563	fast	英:/fɑ?st/ 美:/f?st/ 	"1. adj. 快速的，迅速的；紧的，稳固的
2. adv. 紧紧地；彻底地；迅速地"
2564	fasten	英:/'fɑ?s(?)n/ 美:/'f?s?n/ 	"1. vt. 扎牢；使固定；集中于；强加于
2. vi. 扣紧；抓住；集中注意力"
2565	fatal	英:/'fe?t(?)l/ 美:/'fetl/ 	adj. 致命的；重大的；毁灭性的；命中注定的
2566	fate	英:/fe?t/ 美:/fet/ 	"1. n. 命运
2. vt. 注定"
2567	father	英:/'fɑ???/ 美:/'fɑ??/ 	"1. n. 父亲，爸爸；神父；祖先；前辈
2. vt. 发明，创立；当…的父亲"
2568	fault	英:/f??lt/ 美:/f?lt/ 	"1. n. 故障；毛病；缺点；错误；[地]断层；（网球等）发球失误
2. vi. 弄错；[地]产生断层"
2569	faulty	英:/'f??lt?/ 美:/?f?lti/ 	adj. 有缺点的；有错误的
2570	favour	英:/'fe?v?/ 美:/?fev?/ 	"1. n. 偏爱；赞同；善行
2. vt. 赞成；喜爱；有助于"
2571	favourite	/'feiv?rit/ 	特别喜爱的
2572	fear	英:/f??/ 美:/f?r/ 	"1. n. 害怕；担心；恐惧；敬畏
2. vt. 害怕；敬畏；为…担心"
2573	feast	英:/fi?st/ 美:/fist/ 	"1. vt. 款待，宴请；享受
2. n. 节日；筵席，宴会"
2574	feather	英:/'fe??/ 美:/'f???/ 	"1. n. 羽毛
2. vt. 用羽毛装饰"
2575	feature	英:/'fi?t??/ 美:/'fit??/ 	"1. n. 容貌；特色，特征；特写或专题节目
2. vi. 起重要作用"
2576	February	英:/'febr??r?/ 美:/'f?br?'?ri/ 	n. 二月
2577	federal	英:/'fed(?)r(?)l/ 美:/'f?d?r?l/ 	"1. adj. 联邦的；同盟的
2. n. 北部联邦同盟盟员；北京连邦软件产业发展公司，国内主要的正版软件经销商"
2578	fee	英:/fi?/ 美:/fi/ 	"1. n. 酬金；小费；费用
2. vt. 付费给……"
2579	feeble	英:/'fi?b(?)l/ 美:/'fibl/ 	adj. 微弱的，无力的；虚弱的；薄弱的
2580	feed	英:/fi?d/ 美:/fid/ 	"1. vt. 喂养；放牧；供给；抚养（家庭等）；靠…为生
2. vi. 吃东西；流入"
2581	feedback	英:/'fi?db?k/ 美:/'fidb?k/ 	n. 反馈；回复；成果，资料
2582	feel	英:/fi?l/ 美:/fil/ 	"1. vt. 感觉；试探；触摸；认为
2. vi. 觉得；摸索"
2583	feeling	英:/'fi?l??/ 美:/'fil??/ 	"1. n. 感觉，触觉；感情，情绪；同情
2. adj. 有同情心的；富于感情的；有感觉的"
2584	fellow	英:/'fel??/ 美:/'f?lo/ 	"1. n. 同事；家伙；朋友；会员
2. adj. 同伴的，同事的；同道的"
2585	fertile	英:/'f??ta?l/ 美:/'f?tl/ 	"1. adj. 富饶的，肥沃的；能生育的
2. n. 肥沃，多产"
2586	fertilizer	英:/'f??t?la?z?/ 美:/'f?t?la?z?/ 	肥料
2587	festival	英:/'fest?v(?)l/ 美:/'f?st?vl/ 	"1. n. 节日；庆祝，纪念活动；欢乐
2. adj. 节日的，喜庆的；快乐的"
2588	fetch	英:/fet?/ 美:/f?t?/ 	"1. vt. 接来；到达；取来；吸引
2. vi. 取物；卖得；拿"
2589	fever	英:/'fi?v?/ 美:/'fiv?/ 	"1. n. 发烧，发热；狂热
2. vt. 使发烧；使狂热；使患热病"
2590	few	英:/fju?/ 美:/fju/ 	"1. adj. 很少的；几乎没有的
2. pron. 很少"
2591	fibre	英:/'faib?/ 美:/?fa?b?/ 	n. 纤维；纤维制品
2592	fiction	英:/'f?k?(?)n/ 美:/'f?k??n/ 	n. 小说；虚构，编造；谎言
2593	field	英:/fi:ld/ 美:/fild/ 	"1. n. 领域，牧场，旷野，战场，运动场
2. vi. 担任场外队员"
2594	fierce	英:/f??s/ 美:/f?rs/ 	adj. 凶猛的；暴躁的；猛烈的
2595	fifteen	英:/f?f'ti?n/ 美:/?f?f'tin/ 	"1. n. 十五；十五个；十五人组成的橄榄球队
2. adj. 十五的"
2596	fifth	英:/f?fθ/ 美:/f?fθ/ 	"1. adj. 第五的；五分之一的
2. n. 第五；五分之一"
2597	fifty	英:/'f?ft?/ 美:/'f?fti/ 	"1. n. 五十；五十个；编号为50的东西
2. adj. 五十的；五十个的；众多的"
2598	fight	英:/fa?t/ 美:/fa?t/ 	"1. vi. 打架；打仗；搏斗，斗争
2. vt. 打架；与…打仗，与…斗争；反对…提案"
2599	figure	英:/'f?g?/ 美:/'f?ɡj?/ 	"1. n. 图形；数字；（人的）体形；人物；画像；价格
2. vi. 出现；计算；扮演角色"
2600	file	英:/fa?l/ 美:/fa?l/ 	"1. n. 文件；档案；锉刀；文件夹
2. vt. 锉；琢磨；把…归档；提出"
2601	fill	英:/f?l/ 美:/f?l/ 	"1. vt. 装满，使充满；满足；堵塞；任职
2. vi. 被充满，膨胀"
2602	film	英:/f?lm/ 美:/f?lm/ 	"1. n. 胶卷；电影；薄膜；轻烟
2. vt. 在…上覆以薄膜；把…拍成电影"
2603	filter	英:/'f?lt?/ 美:/'f?lt?/ 	"1. vi. 慢慢传开；滤过；渗入
2. n. 滤波器；过滤器；滤光器；筛选"
2604	final	英:/'fa?n(?)l/ 美:/'fa?nl/ 	"1. adj. 最终的；决定性的；不可更改的
2. n. 决赛；期末考试；当日报纸的末版"
2605	finally	英:/'fa?n?l?/ 美:/'fa?n?li/ 	adv. 终于；最后；决定性地
2606	finance	英:/fa?'n?ns/ 美:/'fa?n?ns/ 	"1. n. 财政，财政学；金融
2. vt. 负担经费，供给…经费"
2607	financial	英:/fa?'n?n?(?)l/ 美:/fa?'n?n?l/ 	"金融的,财政的"
2608	find	英:/fa?nd/ 美:/fa?nd/ 	"1. vt. 发现；认为；感到；获得
2. vi. 裁决"
2609	finger	英:/'f??g?/ 美:/'f??ɡ?/ 	"1. n. 手指；指针，指状物
2. vt. 用手指拨弄；伸出"
2610	fine	英:/fa?n/ 美:/fa?n/ 	"1. adj. 好的；优良的；晴朗的；健康的；细小的，精美的
2. n. 罚款"
2611	finish	英:/'f?n??/ 美:/'f?n??/ 	"1. vt. 完成；结束；用完
2. vi. 结束，终止；完成；终结"
2612	fire	英:/'fa??/ 美:/fa?r/ 	"1. n. 火；火灾；炉火；热情；炮火；激情；磨难
2. vt. 解雇；点燃；烧制；使发光；开除；放枪；激动"
2613	firm	英:/f??m/ 美:/f?m/ 	"1. adj. 坚定的；结实的；牢固的；严格的
2. vt. 使牢固；使坚定"
2614	first	英:/f??st/ 美:/f?st/ 	"1. adv. 第一；首先；优先；宁愿
2. n. 第一；开始；冠军"
2615	fish	英:/f??/ 美:/f??/ 	"1. vi. 捕鱼，钓鱼；用钩捞取
2. n. 鱼，鱼类"
2616	fist	英:/f?st/ 美:/f?st/ 	"1. n. 拳头；掌握；笔迹
2. vt. 紧握；拳打；握成拳"
2617	fit	英:/f?t/ 美:/f?t/ 	"1. vt. 安装；使……适应；使……合身；与……相符
2. vi. 适合；合身；符合，配合"
2618	five	英:/fa?v/ 美:/fa?v/ 	"1. n. 五，五个；[口]五美元钞票
2. num. 五，五个"
2619	fix	英:/f?ks/ 美:/f?ks/ 	"1. vt. 安装；修理；使固定；准备
2. vi. 固定；注视"
2620	flag	英:/fl?g/ 美:/fl?g/ 	"1. vi. 标记；枯萎；衰退
2. vt. 标记；插旗"
2621	flame	英:/fle?m/ 美:/flem/ 	"1. n. 火焰；热情；光辉
2. v. 泛红；焚烧"
2622	flare	英:/fle?/ 美:/fl?r/ 	"1. vt. 使张开；使闪耀；用发光信号发出；使外倾
2. vi. 闪耀，闪光；燃烧；突然发怒"
2623	flash	英:/fl??/ 美:/fl??/ 	"1. vt. 使闪光；反射
2. n. 闪光，闪现；一瞬间"
2624	flat	英:/fl?t/ 美:/fl?t/ 	"1. adj. 平坦的；单调的；浅的；扁平的
2. adv. 断然地；平直地"
2625	flavour	英:/'fle?v?/ 美:/?flev?/ 	"1. n. 香味；滋味
2. vt. 给……调味；给……增添风趣"
2626	fleet	英:/fli?t/ 美:/flit/ 	"1. adj. 快速的，敏捷的
2. n. 舰队；小河；港湾"
2627	flesh	英:/fle?/ 美:/fl??/ 	"1. n. 肉体；肉
2. vt. 喂肉给…；使发胖"
2628	flexible	英:/'fleks?b(?)l/ 美:/'fl?ks?bl/ 	adj. 灵活的；柔韧的；易弯曲的
2629	flight	英:/fla?t/ 美:/fla?t/ 	"1. n. 飞行；班机；逃走
2. vt. 使惊飞；射击"
2630	float	英:/fl??t/ 美:/flot/ 	"1. vt. 使漂浮；实行
2. vi. 浮动；摇摆；飘动，散播；付诸实施"
2631	flock	英:/fl?k/ 美:/flɑk/ 	"1. n. 群；棉束（等于floc）
2. vt. 用棉束填满"
2632	flood	英:/fl?d/ 美:/fl?d/ 	"1. vt. 淹没；充满；溢出
2. vi. 为水淹没；涌出；涌进"
2633	floor	英:/fl??/ 美:/fl?r/ 	"1. n. 地板，地面；楼层；基底；议员席
2. vt. 铺地板；打倒，击倒；（被困难）难倒"
2634	flour	英:/'fla??/ 美:/'fla??/ 	"1. n. 面粉；粉状物质
2. vt. 撒粉于；把…磨成粉"
2635	flourish	英:/'fl?r??/ 美:/'fl???/ 	"1. n. 兴旺；茂盛；挥舞；炫耀；华饰
2. vt. 夸耀；挥舞"
2636	flow	英:/fl??/ 美:/flo/ 	"1. vi. 流动，涌流；飘扬；川流不息
2. vt. 淹没，溢过"
2637	flower	英:/'fla??/ 美:/'fla??/ 	"1. n. 花；精华；开花植物
2. vi. 开花；成熟，发育；繁荣；旺盛"
2638	flu	英:/flu?/ 美:/flu/ 	n. 流感
2639	fluent	英:/'flu??nt/ 美:/'flu?nt/ 	adj. 流畅的，流利的；液态的；畅流的
2640	fluid	英:/'flu??d/ 美:/'flu?d/ 	"1. adj. 流动的；不固定的；流畅的
2. n. 流体；液体"
2641	flush	英:/fl??/ 美:/fl??/ 	"1. n. 激动，洋溢；面红；萌芽；旺盛；奔流
2. vt. 使齐平；用水冲洗；使激动；发红，使发亮"
2642	fly	英:/fla?/ 美:/fla?/ 	"1. vi. 飞；飘扬；驾驶飞机
2. vt. 飞行；使飘扬；飞越"
2643	focus	英:/'f??k?s/ 美:/'fok?s/ 	"1. n. 焦点；焦距；清晰；中心
2. vt. 使聚焦；使集中"
2644	fog	英:/f?g/ 美:/f?ɡ/ 	"1. n. 雾；烟雾，尘雾；迷惑
2. vt. 以雾笼罩；使模糊；使困惑"
2645	fold	英:/f??ld/ 美:/fold/ 	"1. vt. 折叠；合拢；抱住；笼罩
2. n. 折痕；羊栏；信徒"
2646	folk	英:/f??k/ 美:/fok/ 	"1. n. 人们；民族；亲属（复数）
2. adj. 民间的"
2647	follow	英:/'f?l??/ 美:/'fɑlo/ 	"1. vt. 跟随；追求；遵循；密切注意
2. vi. 跟随；接着"
2648	following	英:/'f?l????/ 美:/?fɑlo??/ 	以下
2649	fond	英:/f?nd/ 美:/fɑnd/ 	adj. 喜欢的；温柔的；宠爱的
2650	food	英:/fu?d/ 美:/fud/ 	n. 食物；养料
2651	fool	英:/fu?l/ 美:/ful/ 	"1. vi. 开玩笑；欺骗；戏弄
2. n. 愚人；傻瓜；受骗者"
2652	foolish	英:/'fu?l??/ 美:/'ful??/ 	adj. 愚蠢的；傻的
2653	foot	英:/f?t/ 美:/f?t/ 	"1. n. 脚；英尺；末尾；步调
2. vi. 步行；跳舞；总计"
2654	football	英:/'f?tb??l/ 美:/'f?tb?l/ 	"1. n. 足球，橄榄球
2. vi. 踢足球；打橄榄球"
2655	footstep	英:/'f?tstep/ 美:/?f?t?st?p/ 	n. 脚步声；脚步；足迹
2656	for	"英:/f??/ 美:/f?r,f?/ "	"1. prep. 为，为了；给；因为；对于；适合于；至于
2. conj. 因为"
2657	forbid	英:/f?'b?d/ 美:/f?'b?d/ 	vt. 禁止；妨碍，阻止
2658	force	英:/f??s/ 美:/f?rs/ 	"1. n. 力量；武力；魄力；军队
2. vt. 强迫；强加；促使，推动"
2659	forecast	英:/'f??kɑ?st/ 美:/'f?rk?st/ 	"1. vt. 预报，预测；预示
2. n. 预想；预测，预报"
2660	forehead	英:/'f??hed/ 美:/'f?r'h?d/ 	n. 额，前额
2661	foreign	英:/'f?r?n/ 美:/'f?r?n/ 	adj. 外国的；[医]异质的；不相关的；外交的
2662	forest	英:/'f?r?st/ 美:/'f?r?st/ 	"1. vt. 植树于，使成为森林
2. n. 森林"
2663	forever	英:/f?'rev?/ 美:/f?'?v?/ 	adv. 永远；常常；不断地
2664	forget	英:/f?'get/ 美:/f?'ɡ?t/ 	"1. vt. 忘记；忽略
2. vi. 忘记"
2665	forgive	英:/f?'g?v/ 美:/f?'ɡ?v/ 	"1. vt. 原谅；免除（债务、义务等）
2. vi. 表示原谅"
2666	fork	英:/f??k/ 美:/f?rk/ 	"1. n. 餐叉；叉；耙
2. vt. 叉起；使成叉状"
2667	form	英:/f??m/ 美:/f?rm/ 	"1. n. 形式，形状；形态，外形；表格；方式
2. vt. 构成，组成；排列，组织；产生，塑造"
2668	formal	英:/'f??m(?)l/ 美:/'f?rml/ 	"1. adj. 正式的；拘谨的；有条理的
2. n. 正式的社交活动；夜礼服"
2669	former	英:/'f??m?/ 美:/'f?rm?/ 	"1. adj. 从前的，前者的；前任的
2. n. 模型，样板；起形成作用的人"
2670	formula	英:/'f??mj?l?/ 美:/'f?rmj?l?/ 	n. 公式，准则；配方；婴儿食品
2671	fortnight	英:/'f??tna?t/ 美:/'f?rtna?t/ 	两星期，十四天
2672	fortunate	英:/'f??t?(?)n?t/ 美:/'f?rt??n?t/ 	"幸运的,侥幸的"
2673	fortunately	/'f?rt??n?tli/ 	"幸运地,幸亏"
2674	fortune	英:/'f??t?u?n/ 美:/'f?rt??n/ 	"1. n. 运气；财富；命运
2. vt. 给予财富"
2675	forty	英:/'f??t?/ 美:/'f?rti/ 	"1. n. 四十
2. adj. 四十的；四十个的"
